Citation,Response,True_label
"They vary in color from yellow, olive-green to dark grey, and have a marginal fringe of white, waxy filaments.There are five nymphal instars.On molting to the fourth instar, two pale brown spots appear on the abdomen.The average lengths of the first to fifth instar are 0.345 mm, 0.50 mm, 0.72 mm, 1.025 mm, and 1.52 mm, respectively @@CITATION@@ .Adults are winged, pale green, initially, and later turn brown (Fig. 1B). Males are smaller than females and can be distinguished by the shape of the abdomen, which ends in a sharp point in females and bluntly in males. The external genitalia also differ in structure. ","1. Usage
2. Neutral
3. Support",neutral
"Pear psyllids (Hemiptera: Psylloidea: Psyllidae: Cacopsylla spp.) are major pests of pear (Pyrus spp.) in the Palaearctic region and, as introductions, in the New World (Valle et al., 2017).They inflict damage by excessive removal of phloem sap and by soiling the fruits with honeydew which, in turn, provides a substrate for sooty mould (Hodkinson, 1984;Burckhardt and Hodkinson, 1986;Burckhardt, 1994).Some species are known as vectors of Candidatus Phytoplasma spp., the causal agents of the pear decline disease (Weintraub and Jones, 2010;Seemüller et al., 2011).In the past, the presence of seasonal dimorphism, controlled by temperature and photoperiod @@CITATION@@ , that affect adult colour, size and wing morphology in some species (fig.1), as well as uncritical use of species names led to much confusion in the taxonomy of pear psyllids (Burckhardt and Hodkinson, 1986;Cho et al., 2017). Several revisions based on morphology addressed and solved many of these problems (Burckhardt and Hodkinson, 1986;Yang et al., 2004;Luo et al., 2012;Cho et al., 2017). Currently, 34 species of Cacopsylla developing on Pyrus are considered valid but more work is needed, in particular on the psyllid fauna of the Middle East, India, Central Asia and Far East Russia, to completely untangle the confused taxonomy of the group (Cho et al., 2017). ","1. Basis
2. Support
3. Neutral",neutral
"Although apple trees survive phytoplasma infection for decades @@CITATION@@ , various significant reductions in size were found in leaves (width, length, midrib), tissues (vascular bundle, phloem and xylem) and cells (sieve elements) when compared to non-infected plants (Figs 1 and2).In contrast, pear and peach trees showed less significant differences between healthy and phytoplasma-infected leaves; if any, we found significant increases for leaf size and midrib ratio for confidence intervals with the estimated marginal means obtained from mixed effect models as dots (both back transformed to the response scale). Letters indicate statistical differences between EMMs of groups at the 0.05 significance level. https://doi.org/10.1371/journal.ppat.1009459.g005 ","1. CoCoRes
2. CoCoGM
3. Support",neutral
"Divergence times of bacterial lineages have been estimated using three indirect methods: ecological events, inference from host fossils, and inference from Eukaryotic molecular clocks (Ochman et al., 1999).An earlier evolutionary reconstruction using 16S rRNA phylogenetic trees calibrated by correlating the nodes with ecological and geological events, showed that the lineage of Mollicutes from which phytoplasmas are derived diverged from ancestral Firmicutes about 605 million years ago (Ma) and, subsequently (407 Ma) the ancestral Acholeplasma-like Mollicute gave rise to two major branches, AAP (Acholeplasma, Anaeroplasma, Asteroleplasma and phytoplasmas) and SEM (Spiroplasma, Entomoplasma, Mesoplasma, Mycoplasma and Ureaplasma) (Maniloff, 2002).A comprehensive timetree using 90 calibration points from other studies and small-subunit rRNA was recently constructed for prokaryotes (Marin et al., 2016) revealing a constant overall diversification rate and suggesting that emergence of new lineages is a random process.Although non-uniform rates of molecular evolution were observed between different bacterial lineages of 42 obligate endosymbionts, the rates still appeared constant within each clade @@CITATION@@ .Unfortunately, phytoplasmas have, so far, not been included in published bacterial timetrees. The rapid pace of discovery of new phytoplasmas has recently yielded large amounts of relevant sequence data, providing a valuable opportunity to estimate a phytoplasma timetree and explore patterns in their diversification and phylogenetic relatedness. Previous phylogenetic analyses based on 16S rRNA and secY (protein-coding gene) sequences, as well as a recent large-scale phylogenomic analysis of the bacterial phylum Tenericutes, strongly support the monophyly of phytoplasmas, indicating that the group was derived from within a clade comprising facultative plant-and animal-associated bacteria within class Mollicutes (Gupta et al., 2018;Martini et al., 2007). ","1. Motivation
2. CoCoGM
3. Support",neutral
"Nii (1993) described differences in ingrowth structures in the SEs of the phloem among single Rosacea species and found rather similar structures in Malus and Pyrus in comparison to Prunus [49].In theory, the ingrowth structures might influence the phloem mass flow due to reduced size and/or volume of SEs and thus, reflect a higher resistance for the phloem mass flow.Beside this, phytoplasma colonization of the SEs might affect the phloem mass flow (= plant physiology) negatively.Liu and Gao (1993) found similar phloem structures in Malus and Pyrus in comparison to Prunus, too @@CITATION@@ .The SEs in Prunus were shorter and each SE was connected to 2 to 3 companion cells (CCs) in comparison to Malus and Pyrus. In theory, the Prunus SEs have a higher flow resistance because of their shortness and increasing number of sieve plates, which might be balanced with a higher amount of CCs per SEs. The CCs guarantee the physiological function of the SEs and a rise of CCs per SEs might enable the Prunus species to establish higher pressures, higher viability or turnover. ","1. Similar
2. CoCoGM
3. Neutral",cocoxy
"The number of dendritic canals in the maxilla and mandible is slightly different in different species.The presence of prominent dendritic canals within the mandibular and maxillary stylets indicates that the dual innervation of the fascicle is extensive and probably involves a proprioceptive function (Leopold et al., 2003).As in other Sternorrhyncha, the maxillary stylets of C. chinensis are solid and not innervated whereas the maxillary stylets in Auchenorrhyncha (leafhoppers and planthoppers) possess 2e5 dendrites.The two dendrites observed in one dendritic canal in each mandible are similar to those of other studied Sternorrhyncha except the adelgid Adelges piceae, which has three dendrites (Cobben, 1978), but this is different from the dendrite pattern of leafhoppers and planthoppers (Foster et al., 1983a,b; @@CITATION@@ Zhao et al., 2010).Eight types of sensilla can be clearly found on the labium of C. chinensis in both sexes, including two types of sensilla trichodea, four types of sensilla basiconica, single as well as groups of sensilla campaniformia and oval flattened sensilla at different locations on the labium and a kind of sensilla basiconica at the junction of the labrum and anteclypeus, based on morphological characters after Altner and Prillinger (1980) and Brozek and Bourgoin (2012). The functions of these sensory receptors are not clear, but receptors which may perform these functions have been described in several Hemiptera, and such sensilla may help guide the stylets to the phloem and discriminate between host and non-host tissues. An obvious difference with other hemipterans is that the basal segment of C. chinensis is hidden between the prothoracic coxae and bears no sensilla, while the sensilla are all distributed on the distal segment and the middle segment that also bears many surface projections. ","1. CoCoGM
2. Similar
3. Neutral",neutral
"THE ADVENT OF PEAR DECLINE has reemphasized the importance of rootstocks in pear culture.The virus-caused disease generally manifests itself in commercial varieties of Pyrus cummunis L. pears that are budded or topgrafted onto certain types of rootstocks (Blodgett et al., 1963; Shalla et al., 1963 @@CITATION@@ Jensen et al., 1964).The vector is the pear psylla, Psyll(J) pyricola Foerster (Jensen et al., 1964). The susceptibility to or tolerance of the virus in a particular scion-rootstock combination apparently depends on the genetic composition of the rootstock. In susceptible combinations, the virus-infected tops cause a necrosis of sieve tubes below the bud union. ","1. Support
2. Neutral
3. Basis",neutral
"P. prunorum' as well as C. pruni in P. spinosa and P. cerasifera also at sites far from stone-fruit orchards and concluded that the cycle of ESFY can be completed independently from the presence of ESFY-infected cultivated stone-fruit trees.These results were confirmed by Yvon et al. (2004) in a case study in Southeastern France who detected 'Ca.P. prunorum'-infected P. spinosa and C. pruni in a hedgerow of blackthorn.While Carraro et al. (2002) did not find ESFY-infected wild P. mahaleb, @@CITATION@@ recently reported high infection rates from wild P. mahaleb bushes as well as from C. pruni caught on these plants from Catalonia, Spain.As these authors did not find infected P. spinosa, they concluded that P. mahaleb is a key factor in the local ESFY cycle in Spain. In the present study, a nationwide monitoring was conducted between 2013 and 2017 including cultivated and wild Prunus spp. in order to elucidate the real presence and distribution of 'Ca. P. prunorum' and its vector C. pruni all over Germany. ","1. CoCoRes
2. CoCoGM
3. Similar",cocoxy
"The Cacopsylla pyri-group contains sixteen polyvoltine species which overwinter as adults on the host or in leaf litter around host.Several species of the group constitute the economically most important pests of cultivated pear due to their ability to build up rapidly large populations and to transmit Phytoplasma (e.g. C. chinensis, C. pyri and C. pyricola).The group is characterised by a pronounced dimorphism between winter and summer generations, a fact which was overlooked in the past.Here we propose following synonymies which we consider to represent seasonal forms: Cacopsylla betulaefoliae (Yang &amp; Li, 1981) = Psylla heterobetulaefoliae Yang &amp; Li, 1981, syn. nov.; -Cacopsylla bidens (Šulc, 1907) = Psylla jiangli Yang &amp; Li, 1981, syn. nov.; -Cacopsylla jukyungi (Kwon, 1983) = Cacopsylla cinereosignata Luo et al., 2012, syn. nov.; @@CITATION@@ = Cacopsylla qiuzili Li, 2011, syn.nov. The Cacopsylla nigella-group with five probably bi or polyvoltine but not seasonally dimorphic species in the east Palaearctic is characterised by the black body colour of the adults with very dense surface spinules on the forewings. The species overwinter as second instar immature on the host. ","1. Usage
2. Support
3. Neutral",neutral
"In Austria, three confirmed or putative phytoplasma vectors, namely C. pyri, C. pyricola and C. pyrisuga, have been recorded (Lethmayer et al. 2011).C. pyri, C. pyricola and C. bidens are polyvoltine and can be found on pear trees all year round.All three species are seasonally dimorphic, producing a large, dark overwintering form and a smaller, lighter summerform (Burckhardt and Hodkinson 1986).All three species predominantly overwinter as adults in bark crevices of the trees, in case of C. pyricola; however, the winterform has also been recorded outside pear orchards @@CITATION@@ Horton et al. 1994).The number of insect generations depends on the climatic zone; for C. pyri 2-8, for C. pyricola 3-5 generations per year have been reported (Hodkinson 2009;Garcia Chapa et al. 2005;Civolani 2012;Jarausch et al. 2019a). In contrast, C. pyrisuga is an univoltine migratory species. At the end of winter or in early spring, the adults migrate to Pyrus spp. ","1. Neutral
2. Usage
3. Support",neutral
"In cases where phytoplasmas share ¢97?5 % 16S rDNA sequence similarity, description as different 'Candidatus' species is only recommended if there is an indication that these phytoplasmas clearly represent separate populations, as evidenced by significant differences based on molecular markers other than 16S rDNA, antibody specificity, host range and vector transmission specificity.The AP, PD and ESFY agents are among the phytoplasmas that have been studied most intensively, using both molecular and biological methods.16S rDNA sequence data indicated that each of them represents a relatively uniform organism (Lorenz et al., 1995;Seemu ¨ller et al., 1998b;Kison &amp; Seemu ¨ller, 2001).The results also revealed that the three pathogens are closely related phylogenetically and form, together with the PYLR phytoplasma, a cluster designated the 'AP phytoplasma group' @@CITATION@@ or 16SrX group (Lee et al., 2000) within the AP subclade, which is one of the major branches of the phytoplasma clade.The four phytoplasmas differ from each other in &lt 2?5 % of 16S rDNA nucleotide sequence positions. Thus, the objective of this work was to examine whether the above-mentioned requirements for differentiation of closely related phytoplasmas are fulfilled. ","1. Motivation
2. Support
3. CoCoGM",neutral
"persica and P. insititia) [32].The increased callose deposition did not affect all SEs as we still measured mass flow in SEs (Table 4), meaning that plum psyllids could feed on callosefree SEs.In general, sugars (e.g. sucrose) are known to stimulate feeding of phloem-feeding insects such as aphids [58, @@CITATION@@ .Thus, the detected higher sugar concentration in infected pear phloem (Table 4) might increase probing and feeding behaviour of pear psyllids and, therefore, increase the acquisition and spread of phytoplasmas in pear orchards. However, a recent detailed phloem composition analysis of Prunus trees revealed no major differences in the phloem metabolite composition between ESFY infected and healthy trees [32]. In contrast, the soluble sugar content increased and the composition of phloem metabolites differed significantly between Ca. ","1. CoCoRes
2. Support
3. Neutral",neutral
"Candidatus Liberibacter asiaticus' is present in Asia and America.Ca.Liberibacter americanus' is common in the Americas, and 'Ca.Liberibacter americanus' is common in the Americas, and 'Ca. Liberibacter africanus' occurs in Africa (Gottwald 2010; Lin 1956; McLean and Oberholz 1965; @@CITATION@@ .Ca. Liberibacter solanacearum', also known as 'Ca. Liberibacter psyllaurous', is associated with newly emerging and economically important diseases of solanaceous crops. ","1. Neutral
2. Support
3. Similar",neutral
"Amplicons associated with this unknown bacterium were not produced from specimens collected in 1987.All bacterial sequences amplified from C. pyricola were deposited into GenBank to aid future research on bacteria associated with insects.Our study is the first to report bacterial endosymbionts associated with C. pyricola in North America.As facultative endosymbionts can render insects less susceptible to management using parasitoids, pathogens, host plant resistance, and insecticides (Oliver et al. 2003 , Scarborough et al. 2005 , Hansen et al. 2007 @@CITATION@@ , Kikuchi et al. 2012, Su et al. 2015), the documentation of the presence and biological function of endosymbionts in pest populations can allow for more informed pest management decisions.Documentation that Arsenophonus and P. pyri are both prevalent in geographically separated C. pyricola populations will support future studies on how facultative endosymbionts potentially affect psyllid biology and management. Further research should compare behavior and ecology of wild psyllids with or without Arsenophonus or Phytoplasma, or assess biology and behavior of psyllids experimentally cured of endosymbionts. Fig. 1. ","1. Support
2. Future
3. Motivation",neutral
"This plant does not show any symptoms of ESFY (Carraro et al. 2002;Jarausch et al. 2008;this work) but can be infected.It has to be regarded as less susceptible.In addition, it is the preferred host plant of C. pruni (Lauterer 1999) and accordingly, we found C. pruni on every P. spinosa testedsometimes at high population densities.This is supported by data from @@CITATION@@ , Yvon et al. (2004) or Maier et al. (2013).ESFY is widespread in wild habitats as we found in our random sampling a mean infection rate of about 14% and a nationwide distribution of infected plants. This is in the range of local infection rates of wild P. spinosa reported from other countries: 25% infections were found in France (Jarausch et al. 1998) and Italy (Carraro et al. 2002), 12% in Austria (Maier et al. 2013) only between 1 and 2%. This confirms our previous results (Jarausch et al. 2007a, b), only in heavily infected apricot orchards infection rates of up to 5% were found (Jarausch et al. 2007b). ","1. Support
2. Similar
3. CoCoRes",support
"One year after the initial discovery of C. chinensis in the Jianshih area, the rDNA sequences of both PDTW phytoplasma and PDTWII phytoplasma were for the first time amplified and sequenced using samples of C. chinensis that were collected from the same area in August, 2005.Additionally, in 2006, pear plants began to exhibit red foliage, small developing shoots and hard fruit (Liu et al., 2007b).Phytoplasma-infected C. chinensis and pear plants were then detected and identified, and both PDTW and PDTWII phytoplasma have been detected repeatedly in diseased pears and C. chinensis since then.In California and Italy, more than one group of phytoplasmas has been found in samples from PD-diseased pears (Kirkpatrick et al., 1994; @@CITATION@@ .The host range of phytoplasmas may depend on their interaction with insect vectors (Seemüller et al., 1998). Individual infection with either PDTWII phytoplasma or the previously identified PDTW phytoplasma (Liu et al., 2007a) and co-infection with both phytoplasmas was also detected in diseased pears in the Heping and Dungshr areas in central Taiwan. Since the orchard population of C. qianli has became very low in recent years, C. chinensis is now the dominant pear psyllid species in Taiwan. ","1. Usage
2. Support
3. Neutral",neutral
"In two studies Katoh et al. (2013Katoh et al. ( , 2014) )  analysed the genetic population structure of C. chinensis in Japan and compared it to populations from mainland China and Taiwan.They found that the Japanese populations differ markedly from the Chinese and Taiwanese ones.Relatively little is also known about the pear psyllids from Korea.The first record from the Peninsula is that of the European C. pyrisuga by Shinji (1944), repeated by various authors (e.g. @@CITATION@@ Paik 1963;Miyatake 1964;Kwon et al. 2016).Park &amp; Lee (1982) described Psylla sandolbaea from Pyrus ussuriensis, and Kwon (1983) provided new distributional data for C. pyrisuga and reported the occurrence of the European C. pyricola in Korea. Further he described Psylla (Hepatopsylla) jukyungi from Pyrus communis and P. (H.) obongsana without host indication. Later Park (1996) transferred P. sandolbaea to Cacopsylla and added P. jukyungi and P. obongsana as junior synonyms. ","1. CoCoGM
2. Neutral
3. Support",neutral
"In this study the two kinds of sensilla trichodea both have longitudinal grooves in the shaft, considered as chemoreceptors and mechanoreceptors (Rani and Madhavendra, 1995;Leopold et al., 2003).Four pairs of bilaterally symmetrical sensilla (SbII) around the rostrum opening appear identical with the apical labial sensilla documented in aphids (Forbes, 1977) and whiteflies (Walker and Gordh, 1989), where they have been shown to serve in mechanoreceptory and chemosensory functions, respectively.Although their function in C. chinensis feeding has not been determined, it is likely that they play an integral part in host selection and likely function in chemo-or mechanosensory tasks, or both.The sensilla basiconica I and IV (SbI, SbIV), located at the respective junctions are presumably the proprioceptors to detect that the degree of flexion of the joint, thereby allowing monitoring of their relative position @@CITATION@@ .The short and stout sensilla basiconica III are often considered to be thermo-or hygroreceptors (Rani and Madhavendra, 1995). Sensilla campaniformia are dome, bell, and cupola-shaped structures that also possess slight morphological variations (Fig. 4G andH) and are proprioceptors responding to strains in the exoskeleton. They are found wherever mechanical deformations of the cuticle might occur (McIver, 1975(McIver, , 1985;;French, 1988;Keil, 1997). ","1. Usage 
2. Similar 
3. Support",neutral
"Further he described Psylla (Hepatopsylla) jukyungi from Pyrus communis and P. (H.) obongsana without host indication.Later Park (1996) transferred P. sandolbaea to Cacopsylla and added P. jukyungi and P. obongsana as junior synonyms.An edict of the New Zealand Government (New Zealand National Plant Protection Organisation 1999) regulates Cacopsylla jukyungi, C. pyricola and C. pyrisuga from Korea as quarantine risk group pests for their biosecurity, implicitly treating C. jukyungi as valid species and transferring it to Cacopsylla.In the last two decades, several papers were dedicated to various aspects of the biology and control of C. pyricola in Korea @@CITATION@@ Kim et al. 2000Kim et al. , 2007;;Park et al. 2013;Park et al. 2016).Recently, Cho &amp; Lee (2015) reported Cacopsylla chinensis from Korea, analysing nucleotide sequences. They found that Korean populations are similar to Japanese ones but differ from Chinese and Taiwanese populations. From the Russian Far East, finally, three species associated with pear are reported to date (Gegechkori &amp; Loginova 1990): the west Palaearctic C. pyricola and C. pyrisuga, and the native Psylla nigrella Konovalova. ","1. Usage
2. Support
3. Neutral",neutral
"DNA barcoding is a fast and efficient method for species identification using short standardized sequences.It is commonly used for identification of quarantine and agricultural pests @@CITATION@@ Hebert and Ratnasingham, 2007;Park et al., 2010;Shin et al., 2013).DNA-based methodologies are also useful for species identification in taxa where females or immatures lack diagnostic morphological characters (Boehme et al., 2010). Pear psyllids (Hemiptera: Psylloidea: Psyllidae: Cacopsylla spp.) are major pests of pear (Pyrus spp.) in the Palaearctic region and, as introductions, in the New World (Valle et al., 2017). They inflict damage by excessive removal of phloem sap and by soiling the fruits with honeydew which, in turn, provides a substrate for sooty mould (Hodkinson, 1984;Burckhardt and Hodkinson, 1986;Burckhardt, 1994). ","1. Usage
2. Support
3. Neutral",neutral
"The disease spread is regarded to be monocyclic (Thébaud et al. 2009;Jarausch et al. 2013).The natural infection rate of C. pruni varies according to the region: in France, Germany and Bulgaria low infection rates between 1 and 3% were observed (Yvon et al. 2004;Jarausch et al. 2007a, b;Thébaud et al. 2008;Etropolska et al. 2015), whereas from Italy (Carraro et al. 2004) and Austria (Maier et al. 2013) rates of more than 10% were reported.Nation-wide surveys for the presence of ESFY disease have only been conducted in stone fruit growing areas, e.g. in France (Jarausch et al. 1998), Turkey (Ulubaş Serçe et al. 2006), Spain (Sabaté et al. 2015) or Bulgaria (Etropolska et al. 2015), and confirmed a wide-spread presence of ESFY in orchards of susceptible species like apricots, Japanese plum and peach.During a survey between 2000 and 2006 @@CITATION@@ could show that 'Ca.P. prunorum' as well as its vector, C. pruni, were present on all cultivated Prunus species in several stone fruit growing regions in Southwestern Germany. The role of wild Prunus for the spread of ESFY was first studied by Carraro et al. (2002) in the heavily ESFY-infected region Friuli-Venezia Giulia in Northeast Italy. They found 'Ca. ","1. Support
2. Neutral
3. Similar",neutral
"Diaphorina citri transmits Ca. Liberibacter africanus (CLaf), Ca. L. asiaticus (CLas), and Ca. L. americanus (CLam) (McClean &amp; Oberholzer 1965;Capoor et al. 1967;Yamamoto et al. 2006).However, most studies related to transmission of Ca. Liberibacter spp. by D. citri were performed with CLas.This bacterium has a persistent propagative relationship with D. citri (Inoue et al. 2009; @@CITATION@@ Orlovskis et al. 2015).Regarding transmission characteristics of CLas, there is a wide variation in the literature on the data on the period and efficiency of acquisition, inoculation, latency, and persistence. This may, in part, be explained by the dependency of early studies on visual assessment of symptom development. Therefore, only the studies that have used molecular techniques, polymerase chain reaction (PCR) or real-time PCR, to detect CLas in the psyllid and plant have been considered here. ","1. Support
2. Usage
3. Neutral",neutral
"We do not know what served as a reservoir for WX in the 1950s, but perhaps there was a larger wild Prunus population at that time.The most common crops currently grown in the area are walnuts, peaches, pears, and French prune (Prunus domestica).Of these crops, only peaches are susceptible to WX, and peaches have been shown to be a poor vector acquisition host of the WX phytoplasma (4,6).A previous report detected WX in pear by enzyme-linked immunosorbent assay (ELISA) @@CITATION@@ , but these results were never repeated using DNA hybridization (B. C. Kirkpatrick, unpublished results) or PCR (5).The current absence of an efficient reservoir for WX is the most likely explanation for the low levels of WX in the peach trees and leafhoppers sampled from this area of California. However, as previously noted, the typical foliar symptoms of WX-infected peaches, especially late-season shot-holing, can sometimes be produced by the PYLR/PD phytoplasma. Thus, some of the trees reported by Schlocker (18) to be infected with WX may have been actually infected with the PYLR/PD phytoplasma. ","1. Support
2. Weakness
3. CoCoRes",usage
"Similar low infection rates were observed in France by Jarausch et al. (2001), Yvon et al. (2004) and Thébaud et al. (2008) or in Bulgaria (Etropolska et al. 2015).By contrast, much higher infection rates were reported from Austria (Maier et al. 2013) and Italy (Carraro et al. 2004).Despite this low infection rate infected remigrants represent a high risk for susceptible stone fruit orchards as the univoltine species overwinters on conifers (Jarausch and Jarausch 2016;Gallinger and Gross 2018) and remigrates to Prunus in early spring (Thébaud et al. 2009).At this time the individuals are highly infectious @@CITATION@@ Thébaud et al. 2009) and the dispersal in the orchard is more or less randomly on a regional scale (Thébaud et al. 2006(Thébaud et al. , 2009)).Accordingly, we found high infection rates in susceptible stone fruits like apricot and Japanese plum confirming previous data from Southwest Germany (Jarausch et al. 2007b(Jarausch et al. , 2008) ) as well as from other countries (Marcone et al. 2010(Marcone et al. , 2011)). Our nationwide data confirm also the relatively low infection rate of the highly susceptible peach (Jarausch et al. 1998(Jarausch et al. , 2007a(Jarausch et al. , 2008)). A new finding for Germany is ESFY infection of sweet cherry. ","1. CoCoRes
2. Support
3. Similar",neutral
"These symptoms are highly correlated with the presence of the phytoplasma as detected by molecular means (Jarausch et al. 1998;Jarausch et al. 2008).Infected trees may also show less specific symptoms like leaf deformation, reduced terminal growth, die-back and decline.ESFY is known to occur in most southern and central European countries (Cieślińska 2011;Marcone et al. 2010Marcone et al. , 2011) ) but it has also been detected in Asia Minor (Jarausch et al. 2000;Sertkaya et al. 2005;Tedeschi et al. 2013;Allahverdi et al. 2014;Valasevich and Schneider 2016) as well as in northern Africa (Ben Khalifa et al. 2011).Its highest spread is in the Mediterranean basin while its northern border ranges from England (Davies and Adams 2000) via Germany (Jarausch et al. 2007b) to Poland @@CITATION@@ .In Germany, the first detection of the agent in different Prunus species has already been reported in 1992 by Lederer and Seemüller. Carraro et al. (1998) identified the psyllid species Cacopsylla pruni (Scopoli) as vector for 'Ca. P. prunorum' in Italy and Jarausch et al. (2001) confirmed the vector capacity of this psyllid species in France. In Germany, C. pruni was confirmed as vector in transmission trials conducted by us (Jarausch et al. 2007a). ","1. Neutral
2. Support
3. Similar",neutral
"Similarities of nucleotide and deduced amino acid sequences were 47-76 and 31-57 %, respectively.Sequence similarity values for the combined N-terminal and transmembrane domains were higher, ranging from 82 to 98 % and 65 to 100 %, respectively.Whilst the PD and PYLR phytoplasmas differed significantly in the nucleotide and amino acid sequences of their large hydrophilic domain (54 and 31 % similarity, respectively), sequences of their combined N-terminal and transmembrane domains were nearly identical or identical.However, sequence similarity of the entire gene was highest between the PD and AP phytoplasmas (Berg et al., 1999; Barbara et al., 2001; @@CITATION@@ .There is no sequence similarity in antigenic membrane proteins between AP-group and aster yellows-group phytoplasmas (Barbara et al., 2002). The DNA sequence of randomly cloned DNA fragment AT67 from strain AT of the AP phytoplasma (Schneider &amp; Seemu ¨ller, 1994b), which contains three ORFs that encode a putative ATP-binding protein and two putative permease proteins, was compared with analogous, PCRamplified sequences of Californian, German and Italian PD phytoplasma isolates and a Californian PYLR phytoplasma isolate. This analysis revealed that the Californian and German PD isolates and the Californian PYLR isolate had identical sequences. ","1. CoCoRes
2. CoCoGM
3. Neutral",neutral
"It is unclear whether there is a subpopulation of the PD/PYLR phytoplasmas in pear trees that is capable of multiplying in peach trees, or there are strict phenological parameters in the peach tree that determine whether a peach yellow leaf roll infection survives the winter.However, there are numerous plantings of peaches near pears in many areas around the world, yet PYLR appears to be found only in California.This distribution suggests there is a unique sub-strain of the PD-phytoplasma in California that has evolved the ability to multiply and cause disease in peach.Based on the information obtained in this and previous studies @@CITATION@@ A. H. Purcell, unpublished data), pear growers are now aware that pears are the primary reservoir for PYLR in northern California.Their subsequent use of highly effective insecticides to control late season populations of pear psylla, which had previously migrated out of pear and into adjacent peach orchards, has greatly reduced the incidence to PYLR in the last 8 years. Identification of PhytoplasmaTaxa and Insect Vectors of Peach Yellow Leaf Roll Disease in California C. L. Blomquist and B. C. Kirkpatrick, Department of Plant Pathology, University of California, Davis 95616 ","1. Usage
2. Support
3. CoCoRes",basis
"Hemipterans have highly modified piercingesucking mouthparts which play important roles in finding hosts, feeding and transmitting plant pathogens.Abundant information exists about the ultrastructural morphology of mouthparts of Hemiptera based on both light and scanning electron microscopy that has mainly concentrated on the Fulgoroidea (Brozek et al., 2006; @@CITATION@@ and Cicadellidae (Tavella and Arzone, 1993;Leopold et al., 2003;Wiesenborn, 2004;Zhao et al., 2010;Ammar and Hall, 2012) of Auchenorrhyncha, the Aphidoidea (Pollard, 1970(Pollard, , 1973;;Tjallingii, 1978;Uzest et al., 2010), Coccoidea (Ahmad et al., 2012) and Aleyrodidae (Walker and Gordh, 1989;Rosell et al., 1995) of Sternorrhyncha and the Heteroptera (Cobben, 1978;Boyd, 2003;Anderson et al., 2006;Kumar and Sahayaraj, 2012).Also, there are a few studies that focus on the internal structures of mouthparts in Sternorrhyncha and Fulgoromorpha, using SEM and TEM to observe cross-sections of the rostral segment of adult specimens, supplying comparative analysis of the connecting systems between the right and left maxillae (Brozek et al., 2006;Garzo et al., 2012;Kumar and Sahayaraj, 2012). Piercingesucking mouthparts show similar structural features in the different hemipteran families, including a short and triangular labrum, the segmented labium and the stylet fascicle. However, there is considerable variation in the morphology and sensilla of mouthparts among families, genera and species. ","1. Usage
2. Similar
3. Neutral",neutral
"Chinese and Taiwanese Cacopsylla chinensis sequences @@CITATION@@ (Lee et al., , 2008) ) together form well-supported clusters in the NJ trees based on COI-tRNA leu -COII and 16S rDNA gene fragments (fig.2). The sequences of COI-tRNA leu -COII and 16S The mean intraspecific K2P distance is 0.1% in COI 658 bp (range 0-5.9%), 0.7% in COI 403 bp (range 0-5.5%), 1% in COI-tRNA leu -COII (range 0-5.9%) and 0.6% in 16S rDNA (range 0-3.8%), with a maximum observed value of 5.9% for C. maculatili (fig. 3, table 3). ","1. Support
2. Similar
3. Neutral",neutral
"Insects were caught every 1-3 weeks by beating tray method, using a white plastic tray (30 × 40 cm) to capture individuals.Psyllids were immediately sampled from the tray with a mouth aspirator.Per tree ten hits were performed (2 branches, 5 hits per branch), and in total, 10 trees per location were sampled at each time point.Insect species and seasonal stage of the pear psyllids (winterform, summerform) were determined by aid of a stereomicroscope according to Ossiannilsson (1992) and @@CITATION@@ .Representative numbers of the collected psyllids were individually analysed by PCR for phytoplasma presence. Numbers of PCR samples per insect species, season and location are illustrated in Tables 2 and3. ","1. Usage
2. Neutral
3. Support",usage
"Recently, Cho &amp; Lee (2015) reported Cacopsylla chinensis from Korea, analysing nucleotide sequences.They found that Korean populations are similar to Japanese ones but differ from Chinese and Taiwanese populations.From the Russian Far East, finally, three species associated with pear are reported to date (Gegechkori &amp; Loginova 1990): the west Palaearctic C. pyricola and C. pyrisuga, and the native Psylla nigrella Konovalova.In summary, 27 nominal species of pear psyllids are currently known from China (Li 2011; Luo et al. 2012), three from Japan @@CITATION@@ Inoue et al. 2012), six from Korea (Park 1996;Cho &amp; Lee 2015;Kwon et al. 2016), three from the Russian Far East (Gegechkori &amp; Loginova 1990) and eight valid species from the west Palaearctic, Middle East and Central Asia (Burckhardt &amp; Hodkinson 1986) (Table 1).Despite previous taxonomic revisions (Burckhardt &amp; Hodkinson 1986;Luo et al. 2012), species identification of pear psyllids remains difficult and the literature is plagued with misidentifications. In general, the significance of seasonal dimorphism has not been taken sufficiently into account, the names of west Palaearctic taxa have been used uncritically and relationships between faunas from different countries have been ignored. The purpose of this study is to revise the taxonomy of Japanese and Korean pear psyllids and to compare them with Chinese, Russian and west Palaearctic taxa. ","1. Motivation
2. CoCoGM
3. Neutral",neutral
